Date	Title	Distance	Calories	Time	Avg HR	Max HR	Avg Pace
2020-07-13 9:52	Limerick - Marathon 2 loops	6.77	507	0:46:48	147	162	6:55
2020-07-11 10:09	Lakeshore 5k - high road	4.13	254	0:25:13	136	147	6:06
2020-07-09 10:09	Limerick - Marathon Loop CW	3.44	253	0:23:18	146	162	6:47
2020-07-07 9:37	Limerick - Hell's Gate	4.24	321	0:33:39	143	159	7:57
2020-07-05 9:09	Limerick - Marathon 2 Loops	6.94	509	0:46:41	146	163	6:44
2020-07-04 8:47	Limerick - Hell's Gate	5.24	361	0:33:42	142	157	6:26
2020-07-01 11:10	Lakeshore 5k	4.34	266	0:26:13	135	147	6:02
2020-06-30 9:40	Lakeshore 5k	4.84	313	0:28:32	143	155	5:53
2020-06-28 8:57	Limerick - Marathon Loop CW + extra	7.77	541	0:59:13	140	165	7:37
2020-06-27 9:03	Limerick - Marathon Loop CW + extra	7.58	521	0:58:58	135	156	7:47
2020-06-24 7:33	TCS Run Club - 5 Laps	7.14	462	0:44:00	141	158	6:10
2020-06-22 12:14	Lakeshore 5k - high road	4.26	274	0:26:26	137	150	6:12
2020-06-20 9:40	Limerick - Marina Run	9.37	691	1:01:49	151	168	6:36
2020-06-19 11:29	Lakeshore 5k - high road	4.41	277	0:26:29	139	148	6:00
2020-06-17 8:02	TCS Run Club - 4 Laps	5.9	399	0:34:40	150	161	5:53
2020-06-15 11:47	Lucas Pt	5.76	373	0:33:51	145	153	5:52
2020-06-13 14:45	Limerick - Hells Gate	5.32	369	0:30:20	161	175	5:42
2020-06-10 7:33	TCS Run Club - 4 Laps	5.76	378	0:34:48	145	152	6:03
2020-05-31 9:30	Lowers Loop x7	10.02	682	1:02:23	146	158	6:14
2020-05-30 11:29	Lucas Pt	5.76	388	0:34:51	145	155	6:03
2020-05-29 11:54	Lakeshore 5k - high road	4.31	290	0:26:28	143	153	6:08
2020-05-28 11:46	Lakeshore 5k	4.97	329	0:31:50	139	151	6:25
2020-05-14 15:49	Lucas Pt	5.76	385	0:35:20	143	151	6:08
2020-05-13 14:52	Cobourg Marina - high road	5.82	396	0:34:50	147	155	5:59
2020-05-12 13:25	Cobourg Running	4.25	287	0:24:54	148	159	5:51
2020-05-11 16:07	Lakeshore 5k	4.63	308	0:27:46	144	153	6:00
2020-05-08 15:09	Cobourg Marina	6.05	412	0:36:09	147	156	5:59
2020-05-06 13:26	Lucas Pt	5.78	393	0:35:38	144	153	6:10
2020-05-04 15:44	Cobourg Marina	6.04	416	0:37:30	144	151	6:13
2020-05-02 10:52	Brook-Elgin-Darcy	6.64	449	0:41:31	141	153	6:15
2020-05-01 15:23	Cobourg Marina	6.09	414	0:36:19	144	156	5:58
2020-04-29 14:33	Cobourg Marina - high road	6	402	0:37:19	142	153	6:13
2020-04-28 16:04	Lakeshore 5k - high road - low HR	4.38	293	0:26:46	141	153	6:06
2020-04-25 11:54	Library Run	6.63	451	0:40:30	143	152	6:07
2020-04-23 11:54	Lakeshore 5k	4.61	304	0:26:26	144	153	5:44
2020-04-21 10:55	Lakeshore 5k - high road	4.24	268	0:23:49	143	157	5:37
2020-04-20 15:28	Lakeshore 5k	4.63	313	0:26:34	146	154	5:45
2020-04-18 11:19	Lakeshore 5k - real	5.01	344	0:28:05	151	161	5:36
2020-04-17 14:46	Lakeshore 5k	4.96	339	0:27:40	151	166	5:35
2020-04-16 15:18	Lakeshore 5k	4.68	321	0:26:14	150	159	5:36
2020-04-14 10:57	Lakeshore 5k	4.67	304	0:25:26	148	171	5:27
2020-04-11 13:54	Lakeshore 5k	4.6	302	0:26:20	144	153	5:43
2020-04-09 15:33	Lakeshore 5k	4.93	323	0:28:41	143	154	5:49
2020-04-07 10:56	Lakeshore 5k	4.95	304	0:24:11	158	170	4:53
2020-04-05 10:36	Lucas Pt	5.73	376	0:34:10	143	150	5:58
2020-04-04 10:29	Straughan Drive-by	5.76	384	0:36:05	139	149	6:16
2020-04-03 11:09	Victoria Park	4.44	303	0:26:25	145	155	5:57
2020-04-02 13:31	Beach Run	6.1	410	0:36:06	145	156	5:55
2020-03-31 13:31	Lakeshore 5k	4.86	322	0:27:51	146	156	5:44
2020-03-30 14:33	Lakeshore	4.13	262	0:24:25	141	160	5:55
2020-03-27 10:48	Lakeshore 5k	4.56	310	0:26:46	148	163	5:52
2020-03-26 10:37	Lucas Pt	5.78	401	0:34:44	149	155	6:00
2020-03-24 12:32	Lakeshore 5k	4.48	294	0:26:53	143	156	6:00
2020-03-22 11:45	Lakeshore 5k	4.13	275	0:25:05	144	169	6:04
2020-03-20 12:01	Lucas Pt	5.72	376	0:34:17	146	160	5:59
2020-03-19 10:53	Boardwalk Run	6.33	434	0:39:14	148	163	6:12
2020-03-18 10:56	Lucas Pt	5.75	386	0:35:03	145	153	6:05
2020-03-14 10:58	Boardwalk Run	6.68	440	0:41:18	144	158	6:11
2020-03-13 14:46	Library Run	6.61	434	0:39:04	148	159	5:55
2020-03-11 9:32	Boardwalk Run	6.69	446	0:41:11	146	155	6:09
2020-03-09 12:15	Lucas Pt	5.69	382	0:36:09	144	155	6:21
2020-03-07 11:05	Library Run	6.12	417	0:38:52	145	153	6:21
2020-03-06 10:39	Lucas Pt	5.76	401	0:35:59	150	167	6:15
2020-02-29 13:10	Library Run	6.15	450	0:41:44	155	177	6:47
2020-02-17 11:14	Lucas Pt	5.74	380	0:36:10	142	157	6:18
2020-02-16 14:51	Library Run	6.56	445	0:41:41	150	175	6:21
2020-02-14 11:33	Donegan 3k	3.04	212	0:19:47	149	168	6:30
2020-02-02 15:24	Library Run	6.64	488	0:41:27	159	179	6:15
2020-02-01 14:07	Lucas Pt	5.73	449	0:37:12	166	185	6:30
2020-01-25 11:29	Library Run	6.61	499	0:44:15	159	181	6:42
2020-01-18 7:56	Fairfield Inn Run	6.01	402	0:39:18	138	150	6:33
2020-01-12 11:41	Library Run - Low HR	6.62	433	0:42:42	138	147	6:27
2020-01-05 11:13	Library Run - Low HR	6.17	400	0:39:30	138	146	6:24
2020-01-03 10:23	Library Run - Low HR	6.59	407	0:41:06	136	147	6:14
